Unnamed: 0,src_airport_code,src_airport_name,src_airport_lat,src_airport_lon,src_airport_ctry,src_airport_rgn,src_airport_sbrgn,dstn_airport_code,dstn_airport_name,dstn_airport_lat,dstn_airport_lon,dstn_airport_ctry,dstn_airport_rgn,dstn_airport_sbrgn,airline,flight_distance,flight_duration,aircraft_model_code,aircraft_model_name,capacity,flow
11438,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,LAS,Harry Reid International Airport,36.0801,-115.152,United States of America,Americas,Northern America,United Airlines,235,0:58,738,Boeing 737-800,189,0
11439,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,LAS,Harry Reid International Airport,36.0801,-115.152,United States of America,Americas,Northern America,United Airlines,235,0:58,320,Airbus A320-100/200,180,0
11440,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,LAS,Harry Reid International Airport,36.0801,-115.152,United States of America,Americas,Northern America,United Airlines,235,0:58,752,Boeing 757-200,239,0
11441,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,LHR,Heathrow Airport,51.4775,-0.461389,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,United Airlines,5439,11:22,777,Boeing 777,451,0
11442,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,LIH,Lihue Airport,21.976,-159.339,United States of America,Americas,Northern America,United Airlines,2610,5:43,752,Boeing 757-200,239,0
11443,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,MCO,Orlando International Airport,28.4294,-81.309,United States of America,Americas,Northern America,United Airlines,2212,4:55,739,Boeing 737-900,215,0
11444,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,MEX,Mexico City International Airport,19.4363,-99.0721,Mexico,Americas,Latin America and the Caribbean,United Airlines,1552,3:36,320,Airbus A320-100/200,180,0
11445,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,MRY,Monterey Regional Airport,36.587,-121.843,United States of America,Americas,Northern America,United Airlines,266,1:01,CRJ,Canadair Regional Jet,100,0
11446,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,MSP,Minneapolis-Saint Paul International Airport (Wold-Chamberlain Field),44.882,-93.2218,United States of America,Americas,Northern America,United Airlines,1532,3:33,CR7,Canadair Regional Jet 700,78,0
11447,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,MSY,Louis Armstrong New Orleans International Airport,29.9934,-90.258,United States of America,Americas,Northern America,United Airlines,1666,3:49,320,Airbus A320-100/200,180,0
11448,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,MSY,Louis Armstrong New Orleans International Airport,29.9934,-90.258,United States of America,Americas,Northern America,United Airlines,1666,3:49,319,Airbus A319,160,0
11449,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,MSY,Louis Armstrong New Orleans International Airport,29.9934,-90.258,United States of America,Americas,Northern America,United Airlines,1666,3:49,738,Boeing 737-800,189,0
11450,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,MUC,Munich Airport,48.3538,11.7861,Germany,Europe,Western Europe,United Airlines,5971,12:26,346,Airbus A340-600,372,0
11451,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,NRT,Narita International Airport,35.7653,140.386,Japan,Asia,Eastern Asia,United Airlines,5436,11:22,788,Boeing 787-8,296,0
11452,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,OGG,Kahului Airport,20.8986,-156.43,United States of America,Americas,Northern America,United Airlines,2481,5:27,753,Boeing 757-300,280,0
11453,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,OGG,Kahului Airport,20.8986,-156.43,United States of America,Americas,Northern America,United Airlines,2481,5:27,738,Boeing 737-800,189,0
11454,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,OKC,Will Rogers World Airport,35.3931,-97.6007,United States of America,Americas,Northern America,United Airlines,1183,2:51,CR7,Canadair Regional Jet 700,78,0
11455,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,ORD,Chicago O'Hare International Airport,41.9786,-87.9047,United States of America,Americas,Northern America,United Airlines,1740,3:58,739,Boeing 737-900,215,0
11456,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,ORD,Chicago O'Hare International Airport,41.9786,-87.9047,United States of America,Americas,Northern America,United Airlines,1740,3:58,738,Boeing 737-800,189,0
11457,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,ORD,Chicago O'Hare International Airport,41.9786,-87.9047,United States of America,Americas,Northern America,United Airlines,1740,3:58,752,Boeing 757-200,239,0
11458,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,ORD,Chicago O'Hare International Airport,41.9786,-87.9047,United States of America,Americas,Northern America,United Airlines,1740,3:58,320,Airbus A320-100/200,180,0
11459,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,ORD,Chicago O'Hare International Airport,41.9786,-87.9047,United States of America,Americas,Northern America,United Airlines,1740,3:58,319,Airbus A319,160,0
11460,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,ORD,Chicago O'Hare International Airport,41.9786,-87.9047,United States of America,Americas,Northern America,United Airlines,1740,3:58,753,Boeing 757-300,280,0
11461,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,PDX,Portland International Airport,45.5887,-122.598,United States of America,Americas,Northern America,United Airlines,834,2:10,CR7,Canadair Regional Jet 700,78,0
11462,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,PDX,Portland International Airport,45.5887,-122.598,United States of America,Americas,Northern America,United Airlines,834,2:10,CRJ,Canadair Regional Jet,100,0
11463,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,PEK,Beijing Capital International Airport,40.0725,116.598,China,Asia,Eastern Asia,United Airlines,6233,12:57,773,Boeing 777-300,451,0
11464,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,PHX,Phoenix Sky Harbor International Airport,33.4343,-112.012,United States of America,Americas,Northern America,United Airlines,369,1:14,CR7,Canadair Regional Jet 700,78,0
11465,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,PHX,Phoenix Sky Harbor International Airport,33.4343,-112.012,United States of America,Americas,Northern America,United Airlines,369,1:14,CRJ,Canadair Regional Jet,100,0
11466,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,PIT,Pittsburgh International Airport,40.4915,-80.2329,United States of America,Americas,Northern America,United Airlines,2130,4:45,319,Airbus A319,160,0
11467,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,PIT,Pittsburgh International Airport,40.4915,-80.2329,United States of America,Americas,Northern America,United Airlines,2130,4:45,738,Boeing 737-800,189,0
11468,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,PSP,Palm Springs International Airport,33.8297,-116.507,United States of America,Americas,Northern America,United Airlines,109,0:43,EM2,Embraer EMB.120 Brasilia,34,0
11469,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,PSP,Palm Springs International Airport,33.8297,-116.507,United States of America,Americas,Northern America,United Airlines,109,0:43,CR7,Canadair Regional Jet 700,78,0
11470,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,PSP,Palm Springs International Airport,33.8297,-116.507,United States of America,Americas,Northern America,United Airlines,109,0:43,CRJ,Canadair Regional Jet,100,0
11471,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,PTY,Tocumen International Airport,9.07136,-79.3835,Panama,Americas,Latin America and the Caribbean,United Airlines,3009,6:31,738,Boeing 737-800,189,0
11472,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,PVG,Shanghai Pudong International Airport,31.1434,121.805,China,Asia,Eastern Asia,United Airlines,6468,13:26,788,Boeing 787-8,296,0
11473,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,PVR,Licenciado Gustavo Diaz Ordaz International Airport,20.6801,-105.254,Mexico,Americas,Latin America and the Caribbean,United Airlines,1218,2:56,738,Boeing 737-800,189,0
11474,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,RNO,Reno-Tahoe International Airport,39.4991,-119.768,United States of America,Americas,Northern America,United Airlines,391,1:16,CR7,Canadair Regional Jet 700,78,0
11475,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,SAL,El Salvador International Airport Saint Óscar Arnulfo Romero y Galdámez,13.4408,-89.0556,El Salvador,Americas,Latin America and the Caribbean,United Airlines,2319,5:08,320,Airbus A320-100/200,180,0
11476,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,SAL,El Salvador International Airport Saint Óscar Arnulfo Romero y Galdámez,13.4408,-89.0556,El Salvador,Americas,Latin America and the Caribbean,United Airlines,2319,5:08,321,Airbus A321-100/200,240,0
11477,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,SAN,San Diego International Airport,32.7336,-117.19,United States of America,Americas,Northern America,United Airlines,109,0:43,EM2,Embraer EMB.120 Brasilia,34,0
11478,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,SAN,San Diego International Airport,32.7336,-117.19,United States of America,Americas,Northern America,United Airlines,109,0:43,CR7,Canadair Regional Jet 700,78,0
11479,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,SAT,San Antonio International Airport,29.5337,-98.4698,United States of America,Americas,Northern America,United Airlines,1207,2:54,CR7,Canadair Regional Jet 700,78,0
11480,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,SBA,Santa Barbara Municipal Airport,34.4262,-119.84,United States of America,Americas,Northern America,United Airlines,88,0:40,EM2,Embraer EMB.120 Brasilia,34,0
11481,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,SBP,San Luis Obispo County Regional Airport (McChesney Field),35.2368,-120.642,United States of America,Americas,Northern America,United Airlines,155,0:48,EM2,Embraer EMB.120 Brasilia,34,0
11482,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,SEA,Seattle-Tacoma International Airport,47.449,-122.309,United States of America,Americas,Northern America,United Airlines,954,2:24,319,Airbus A319,160,0
11483,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,SEA,Seattle-Tacoma International Airport,47.449,-122.309,United States of America,Americas,Northern America,United Airlines,954,2:24,738,Boeing 737-800,189,0
11484,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,SEA,Seattle-Tacoma International Airport,47.449,-122.309,United States of America,Americas,Northern America,United Airlines,954,2:24,320,Airbus A320-100/200,180,0
11485,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,SEA,Seattle-Tacoma International Airport,47.449,-122.309,United States of America,Americas,Northern America,United Airlines,954,2:24,752,Boeing 757-200,239,0
11486,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,SFO,San Francisco International Airport,37.619,-122.375,United States of America,Americas,Northern America,United Airlines,337,1:10,739,Boeing 737-900,215,0
11487,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,SFO,San Francisco International Airport,37.619,-122.375,United States of America,Americas,Northern America,United Airlines,337,1:10,752,Boeing 757-200,239,0
11488,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,SFO,San Francisco International Airport,37.619,-122.375,United States of America,Americas,Northern America,United Airlines,337,1:10,753,Boeing 757-300,280,0
11489,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,SFO,San Francisco International Airport,37.619,-122.375,United States of America,Americas,Northern America,United Airlines,337,1:10,319,Airbus A319,160,0
11490,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,SFO,San Francisco International Airport,37.619,-122.375,United States of America,Americas,Northern America,United Airlines,337,1:10,320,Airbus A320-100/200,180,0
11491,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,SFO,San Francisco International Airport,37.619,-122.375,United States of America,Americas,Northern America,United Airlines,337,1:10,738,Boeing 737-800,189,0
11492,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,SJC,San Jose International Airport,37.3626,-121.929,United States of America,Americas,Northern America,United Airlines,307,1:06,CR7,Canadair Regional Jet 700,78,0
11493,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,SJD,Los Cabos International Airport,23.1518,-109.721,Mexico,Americas,Latin America and the Caribbean,United Airlines,911,2:19,739,Boeing 737-900,215,0
11494,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,SJD,Los Cabos International Airport,23.1518,-109.721,Mexico,Americas,Latin America and the Caribbean,United Airlines,911,2:19,320,Airbus A320-100/200,180,0
11495,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,SLC,Salt Lake City International Airport,40.7884,-111.978,United States of America,Americas,Northern America,United Airlines,589,1:40,CR7,Canadair Regional Jet 700,78,0
11496,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,SLC,Salt Lake City International Airport,40.7884,-111.978,United States of America,Americas,Northern America,United Airlines,589,1:40,CRJ,Canadair Regional Jet,100,0
11497,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,SMF,Sacramento International Airport,38.6954,-121.591,United States of America,Americas,Northern America,United Airlines,372,1:14,CR7,Canadair Regional Jet 700,78,0
11498,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,SMF,Sacramento International Airport,38.6954,-121.591,United States of America,Americas,Northern America,United Airlines,372,1:14,CRJ,Canadair Regional Jet,100,0
11499,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,SMX,Santa Maria Public Airport (Capt. G. Allan Hancock Field),34.8989,-120.457,United States of America,Americas,Northern America,United Airlines,134,0:46,EM2,Embraer EMB.120 Brasilia,34,0
11500,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,SYD,Sydney Airport (Kingsford Smith Airport),-33.9461,151.177,Australia,Oceania,Australia and New Zealand,United Airlines,7490,15:28,777,Boeing 777,451,0
11501,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,TUS,Tucson International Airport,32.1161,-110.941,United States of America,Americas,Northern America,United Airlines,450,1:24,CRJ,Canadair Regional Jet,100,0
11502,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,TUS,Tucson International Airport,32.1161,-110.941,United States of America,Americas,Northern America,United Airlines,450,1:24,CR7,Canadair Regional Jet 700,78,0
11503,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,YLW,Kelowna International Airport,49.9561,-119.378,Canada,Americas,Northern America,United Airlines,1106,2:42,CR7,Canadair Regional Jet 700,78,0
11504,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,YUL,Montréal-Pierre Elliott Trudeau International Airport,45.4657,-73.7455,Canada,Americas,Northern America,United Airlines,2467,5:26,319,Airbus A319,160,0
11505,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,YUM,Yuma International Airport / MCAS Yuma,32.6566,-114.606,United States of America,Americas,Northern America,United Airlines,236,0:58,EM2,Embraer EMB.120 Brasilia,34,0
11506,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,YVR,Vancouver International Airport,49.1939,-123.184,Canada,Americas,Northern America,United Airlines,1081,2:39,CR7,Canadair Regional Jet 700,78,0
11507,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,YYZ,Toronto Pearson International Airport,43.6797,-79.6227,Canada,Americas,Northern America,United Airlines,2169,4:50,320,Airbus A320-100/200,180,0
11508,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,YYZ,Toronto Pearson International Airport,43.6797,-79.6227,Canada,Americas,Northern America,United Airlines,2169,4:50,321,Airbus A321-100/200,240,0
11509,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,ZRH,Zurich Airport,47.4647,8.54917,Switzerland,Europe,Western Europe,United Airlines,5920,12:20,343,Airbus A340-300,362,0
11510,LBB,Lubbock Preston Smith International Airport,33.6636,-101.823,United States of America,Americas,Northern America,DEN,Denver International Airport,39.8617,-104.673,United States of America,Americas,Northern America,United Airlines,456,1:24,ERJ,Embraer RJ135,44,0
11511,LBB,Lubbock Preston Smith International Airport,33.6636,-101.823,United States of America,Americas,Northern America,IAH,George Bush Intercontinental Airport,29.9844,-95.3414,United States of America,Americas,Northern America,United Airlines,457,1:24,ERJ,Embraer RJ135,44,0
11512,LBL,Liberal Mid-America Regional Airport,37.0442,-100.96,United States of America,Americas,Northern America,DDC,Dodge City Regional Airport,37.7634,-99.9656,United States of America,Americas,Northern America,United Airlines,73,0:38,BE1,Beechcraft 1900,19,0
11513,LBL,Liberal Mid-America Regional Airport,37.0442,-100.96,United States of America,Americas,Northern America,DEN,Denver International Airport,39.8617,-104.673,United States of America,Americas,Northern America,United Airlines,279,1:03,BE1,Beechcraft 1900,19,0
11514,LCH,Lake Charles Regional Airport,30.1261,-93.2233,United States of America,Americas,Northern America,IAH,George Bush Intercontinental Airport,29.9844,-95.3414,United States of America,Americas,Northern America,United Airlines,126,0:45,ERJ,Embraer RJ135,44,0
11515,LED,Pulkovo Airport,59.8003,30.2625,Russian Federation,Europe,Eastern Europe,VIE,Vienna International Airport,48.1103,16.5697,Austria,Europe,Western Europe,United Airlines,976,2:27,100,Fokker 100,107,0
11516,LED,Pulkovo Airport,59.8003,30.2625,Russian Federation,Europe,Eastern Europe,VIE,Vienna International Airport,48.1103,16.5697,Austria,Europe,Western Europe,United Airlines,976,2:27,F70,Fokker 70,80,0
11517,LEX,Blue Grass Airport,38.0365,-84.6059,United States of America,Americas,Northern America,IAH,George Bush Intercontinental Airport,29.9844,-95.3414,United States of America,Americas,Northern America,United Airlines,827,2:09,ERJ,Embraer RJ135,44,0
11518,LEX,Blue Grass Airport,38.0365,-84.6059,United States of America,Americas,Northern America,ORD,Chicago O'Hare International Airport,41.9786,-87.9047,United States of America,Americas,Northern America,United Airlines,323,1:08,ERJ,Embraer RJ135,44,0
11519,LEX,Blue Grass Airport,38.0365,-84.6059,United States of America,Americas,Northern America,ORD,Chicago O'Hare International Airport,41.9786,-87.9047,United States of America,Americas,Northern America,United Airlines,323,1:08,CRJ,Canadair Regional Jet,100,0
11520,LFT,Lafayette Regional Airport,30.2053,-91.9876,United States of America,Americas,Northern America,IAH,George Bush Intercontinental Airport,29.9844,-95.3414,United States of America,Americas,Northern America,United Airlines,200,0:54,ERJ,Embraer RJ135,44,0
11521,LFW,Lome-Tokoin Airport (Gnassingbe Eyadema Int'l),6.16561,1.25451,Togo,Africa,Sub-Saharan Africa,BRU,Brussels Airport (Zaventem Airport),50.9014,4.48444,Belgium,Europe,Western Europe,United Airlines,3094,6:41,333,Airbus A330-300,440,0
11522,LGA,LaGuardia Airport,40.775,-73.875,United States of America,Americas,Northern America,CLE,Cleveland Hopkins International Airport,41.4117,-81.8498,United States of America,Americas,Northern America,United Airlines,417,1:20,ERJ,Embraer RJ135,44,0
11523,LGA,LaGuardia Airport,40.775,-73.875,United States of America,Americas,Northern America,CLE,Cleveland Hopkins International Airport,41.4117,-81.8498,United States of America,Americas,Northern America,United Airlines,417,1:20,E70,Embraer 170,80,0
11524,LGA,LaGuardia Airport,40.775,-73.875,United States of America,Americas,Northern America,DEN,Denver International Airport,39.8617,-104.673,United States of America,Americas,Northern America,United Airlines,1614,3:43,752,Boeing 757-200,239,0
11525,LGA,LaGuardia Airport,40.775,-73.875,United States of America,Americas,Northern America,DEN,Denver International Airport,39.8617,-104.673,United States of America,Americas,Northern America,United Airlines,1614,3:43,320,Airbus A320-100/200,180,0
11526,LGA,LaGuardia Airport,40.775,-73.875,United States of America,Americas,Northern America,DEN,Denver International Airport,39.8617,-104.673,United States of America,Americas,Northern America,United Airlines,1614,3:43,738,Boeing 737-800,189,0
11527,LGA,LaGuardia Airport,40.775,-73.875,United States of America,Americas,Northern America,IAD,Washington Dulles International Airport,38.9445,-77.4558,United States of America,Americas,Northern America,United Airlines,228,0:57,CRJ,Canadair Regional Jet,100,0
11528,LGA,LaGuardia Airport,40.775,-73.875,United States of America,Americas,Northern America,IAD,Washington Dulles International Airport,38.9445,-77.4558,United States of America,Americas,Northern America,United Airlines,228,0:57,ERJ,Embraer RJ135,44,0
11529,LGA,LaGuardia Airport,40.775,-73.875,United States of America,Americas,Northern America,IAD,Washington Dulles International Airport,38.9445,-77.4558,United States of America,Americas,Northern America,United Airlines,228,0:57,E70,Embraer 170,80,0
11530,LGA,LaGuardia Airport,40.775,-73.875,United States of America,Americas,Northern America,IAD,Washington Dulles International Airport,38.9445,-77.4558,United States of America,Americas,Northern America,United Airlines,228,0:57,CR7,Canadair Regional Jet 700,78,0
11531,LGA,LaGuardia Airport,40.775,-73.875,United States of America,Americas,Northern America,IAH,George Bush Intercontinental Airport,29.9844,-95.3414,United States of America,Americas,Northern America,United Airlines,1414,3:19,738,Boeing 737-800,189,0
11532,LGA,LaGuardia Airport,40.775,-73.875,United States of America,Americas,Northern America,IAH,George Bush Intercontinental Airport,29.9844,-95.3414,United States of America,Americas,Northern America,United Airlines,1414,3:19,320,Airbus A320-100/200,180,0
11533,LGA,LaGuardia Airport,40.775,-73.875,United States of America,Americas,Northern America,IAH,George Bush Intercontinental Airport,29.9844,-95.3414,United States of America,Americas,Northern America,United Airlines,1414,3:19,73G,Boeing 737-700,149,0
11534,LGA,LaGuardia Airport,40.775,-73.875,United States of America,Americas,Northern America,IAH,George Bush Intercontinental Airport,29.9844,-95.3414,United States of America,Americas,Northern America,United Airlines,1414,3:19,319,Airbus A319,160,0
11535,LGA,LaGuardia Airport,40.775,-73.875,United States of America,Americas,Northern America,ORD,Chicago O'Hare International Airport,41.9786,-87.9047,United States of America,Americas,Northern America,United Airlines,730,1:57,319,Airbus A319,160,0
11536,LGA,LaGuardia Airport,40.775,-73.875,United States of America,Americas,Northern America,ORD,Chicago O'Hare International Airport,41.9786,-87.9047,United States of America,Americas,Northern America,United Airlines,730,1:57,320,Airbus A320-100/200,180,0
11537,LGA,LaGuardia Airport,40.775,-73.875,United States of America,Americas,Northern America,ORD,Chicago O'Hare International Airport,41.9786,-87.9047,United States of America,Americas,Northern America,United Airlines,730,1:57,738,Boeing 737-800,189,0
11538,LGA,LaGuardia Airport,40.775,-73.875,United States of America,Americas,Northern America,ORD,Chicago O'Hare International Airport,41.9786,-87.9047,United States of America,Americas,Northern America,United Airlines,730,1:57,73G,Boeing 737-700,149,0
11539,LGA,LaGuardia Airport,40.775,-73.875,United States of America,Americas,Northern America,ORD,Chicago O'Hare International Airport,41.9786,-87.9047,United States of America,Americas,Northern America,United Airlines,730,1:57,752,Boeing 757-200,239,0
11540,LGA,LaGuardia Airport,40.775,-73.875,United States of America,Americas,Northern America,YOW,Ottawa Macdonald-Cartier International Airport,45.3225,-75.6692,Canada,Americas,Northern America,United Airlines,326,1:09,CRJ,Canadair Regional Jet,100,0
11541,LGA,LaGuardia Airport,40.775,-73.875,United States of America,Americas,Northern America,YUL,Montréal-Pierre Elliott Trudeau International Airport,45.4657,-73.7455,Canada,Americas,Northern America,United Airlines,324,1:08,E75,Embraer 175,88,0
11542,LGA,LaGuardia Airport,40.775,-73.875,United States of America,Americas,Northern America,YYZ,Toronto Pearson International Airport,43.6797,-79.6227,Canada,Americas,Northern America,United Airlines,355,1:12,E90,Embraer 190,114,0
11543,LGA,LaGuardia Airport,40.775,-73.875,United States of America,Americas,Northern America,YYZ,Toronto Pearson International Airport,43.6797,-79.6227,Canada,Americas,Northern America,United Airlines,355,1:12,CRA,Canadair Regional Jet 705,75,0
11544,LGA,LaGuardia Airport,40.775,-73.875,United States of America,Americas,Northern America,YYZ,Toronto Pearson International Airport,43.6797,-79.6227,Canada,Americas,Northern America,United Airlines,355,1:12,E75,Embraer 175,88,0
11545,LHR,Heathrow Airport,51.4775,-0.461389,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,EWR,Newark Liberty International Airport,40.6925,-74.1686,United States of America,Americas,Northern America,United Airlines,3453,7:24,763,Boeing 767-300,269,0
11546,LHR,Heathrow Airport,51.4775,-0.461389,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,EWR,Newark Liberty International Airport,40.6925,-74.1686,United States of America,Americas,Northern America,United Airlines,3453,7:24,777,Boeing 777,451,0
11547,LHR,Heathrow Airport,51.4775,-0.461389,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,EWR,Newark Liberty International Airport,40.6925,-74.1686,United States of America,Americas,Northern America,United Airlines,3453,7:24,752,Boeing 757-200,239,0
11548,LHR,Heathrow Airport,51.4775,-0.461389,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,IAD,Washington Dulles International Airport,38.9445,-77.4558,United States of America,Americas,Northern America,United Airlines,3665,7:49,752,Boeing 757-200,239,0
11549,LHR,Heathrow Airport,51.4775,-0.461389,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,IAD,Washington Dulles International Airport,38.9445,-77.4558,United States of America,Americas,Northern America,United Airlines,3665,7:49,777,Boeing 777,451,0
11550,LHR,Heathrow Airport,51.4775,-0.461389,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,IAH,George Bush Intercontinental Airport,29.9844,-95.3414,United States of America,Americas,Northern America,United Airlines,4820,10:08,763,Boeing 767-300,269,0
11551,LHR,Heathrow Airport,51.4775,-0.461389,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,IAH,George Bush Intercontinental Airport,29.9844,-95.3414,United States of America,Americas,Northern America,United Airlines,4820,10:08,788,Boeing 787-8,296,0
11552,LHR,Heathrow Airport,51.4775,-0.461389,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,United Airlines,5439,11:22,777,Boeing 777,451,0
11553,LHR,Heathrow Airport,51.4775,-0.461389,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,ORD,Chicago O'Hare International Airport,41.9786,-87.9047,United States of America,Americas,Northern America,United Airlines,3939,8:22,763,Boeing 767-300,269,0
11554,LHR,Heathrow Airport,51.4775,-0.461389,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,SFO,San Francisco International Airport,37.619,-122.375,United States of America,Americas,Northern America,United Airlines,5350,11:12,777,Boeing 777,451,0
11555,LIH,Lihue Airport,21.976,-159.339,United States of America,Americas,Northern America,DEN,Denver International Airport,39.8617,-104.673,United States of America,Americas,Northern America,United Airlines,3407,7:18,752,Boeing 757-200,239,0
11556,LIH,Lihue Airport,21.976,-159.339,United States of America,Americas,Northern America,HNL,Daniel K. Inouye International Airport,21.3206,-157.924,United States of America,Americas,Northern America,United Airlines,101,0:42,AT7,Aerospatiale/Alenia ATR 72,78,0
11557,LIH,Lihue Airport,21.976,-159.339,United States of America,Americas,Northern America,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,United Airlines,2610,5:43,752,Boeing 757-200,239,0
