,src_airport_code,src_airport_name,src_airport_lat,src_airport_lon,src_airport_ctry,src_airport_rgn,src_airport_sbrgn,dstn_airport_code,dstn_airport_name,dstn_airport_lat,dstn_airport_lon,dstn_airport_ctry,dstn_airport_rgn,dstn_airport_sbrgn,airline,flight_distance,flight_duration,aircraft_model_code,aircraft_model_name,capacity
16587,SAN,San Diego International Airport,32.7336,-117.19,United States of America,Americas,Northern America,YYC,Calgary International Airport,51.1139,-114.02,Canada,Americas,Northern America,American Airlines,1279,3:03,737,Boeing 737,142
16588,SAP,Ramon Villeda Morales International Airport,15.4526,-87.9236,Honduras,Americas,Latin America and the Caribbean,MIA,Miami International Airport,25.7932,-80.2906,United States of America,Americas,Northern America,American Airlines,867,2:14,738,Boeing 737-800,189
16589,SAT,San Antonio International Airport,29.5337,-98.4698,United States of America,Americas,Northern America,CLT,Charlotte Douglas International Airport,35.214,-80.9431,United States of America,Americas,Northern America,American Airlines,1092,2:41,319,Airbus A319,160
16590,SAT,San Antonio International Airport,29.5337,-98.4698,United States of America,Americas,Northern America,DFW,Dallas/Fort Worth International Airport,32.8968,-97.038,United States of America,Americas,Northern America,American Airlines,247,0:59,M80,McDonnell Douglas MD80,172
16591,SAT,San Antonio International Airport,29.5337,-98.4698,United States of America,Americas,Northern America,DFW,Dallas/Fort Worth International Airport,32.8968,-97.038,United States of America,Americas,Northern America,American Airlines,247,0:59,M83,McDonnell Douglas MD83,186
16592,SAT,San Antonio International Airport,29.5337,-98.4698,United States of America,Americas,Northern America,ORD,Chicago O'Hare International Airport,41.9786,-87.9047,United States of America,Americas,Northern America,American Airlines,1041,2:34,E75,Embraer 175,88
16593,SAT,San Antonio International Airport,29.5337,-98.4698,United States of America,Americas,Northern America,ORD,Chicago O'Hare International Airport,41.9786,-87.9047,United States of America,Americas,Northern America,American Airlines,1041,2:34,CR7,Canadair Regional Jet 700,78
16594,SAT,San Antonio International Airport,29.5337,-98.4698,United States of America,Americas,Northern America,PHL,Philadelphia International Airport,39.8719,-75.2411,United States of America,Americas,Northern America,American Airlines,1493,3:29,E90,Embraer 190,114
16595,SAT,San Antonio International Airport,29.5337,-98.4698,United States of America,Americas,Northern America,PHX,Phoenix Sky Harbor International Airport,33.4343,-112.012,United States of America,Americas,Northern America,American Airlines,840,2:10,CR9,Canadair Regional Jet 900,90
16596,SAV,Savannah/Hilton Head International Airport,32.1276,-81.2021,United States of America,Americas,Northern America,CLT,Charlotte Douglas International Airport,35.214,-80.9431,United States of America,Americas,Northern America,American Airlines,213,0:55,CRJ,Canadair Regional Jet,100
16597,SAV,Savannah/Hilton Head International Airport,32.1276,-81.2021,United States of America,Americas,Northern America,DCA,Ronald Reagan Washington National Airport,38.8522,-77.0378,United States of America,Americas,Northern America,American Airlines,519,1:32,CRJ,Canadair Regional Jet,100
16598,SAV,Savannah/Hilton Head International Airport,32.1276,-81.2021,United States of America,Americas,Northern America,DFW,Dallas/Fort Worth International Airport,32.8968,-97.038,United States of America,Americas,Northern America,American Airlines,922,2:20,ER4,Embraer RJ145 Amazon,50
16599,SAV,Savannah/Hilton Head International Airport,32.1276,-81.2021,United States of America,Americas,Northern America,PHL,Philadelphia International Airport,39.8719,-75.2411,United States of America,Americas,Northern America,American Airlines,629,1:45,E75,Embraer 175,88
16600,SAV,Savannah/Hilton Head International Airport,32.1276,-81.2021,United States of America,Americas,Northern America,PHL,Philadelphia International Airport,39.8719,-75.2411,United States of America,Americas,Northern America,American Airlines,629,1:45,E70,Embraer 170,80
16601,SAV,Savannah/Hilton Head International Airport,32.1276,-81.2021,United States of America,Americas,Northern America,PHL,Philadelphia International Airport,39.8719,-75.2411,United States of America,Americas,Northern America,American Airlines,629,1:45,CRJ,Canadair Regional Jet,100
16602,SBA,Santa Barbara Municipal Airport,34.4262,-119.84,United States of America,Americas,Northern America,PHX,Phoenix Sky Harbor International Airport,33.4343,-112.012,United States of America,Americas,Northern America,American Airlines,453,1:24,CR9,Canadair Regional Jet 900,90
16603,SBA,Santa Barbara Municipal Airport,34.4262,-119.84,United States of America,Americas,Northern America,PHX,Phoenix Sky Harbor International Airport,33.4343,-112.012,United States of America,Americas,Northern America,American Airlines,453,1:24,CRJ,Canadair Regional Jet,100
16604,SBP,San Luis Obispo County Regional Airport (McChesney Field),35.2368,-120.642,United States of America,Americas,Northern America,PHX,Phoenix Sky Harbor International Airport,33.4343,-112.012,United States of America,Americas,Northern America,American Airlines,507,1:30,CR9,Canadair Regional Jet 900,90
16605,SBP,San Luis Obispo County Regional Airport (McChesney Field),35.2368,-120.642,United States of America,Americas,Northern America,PHX,Phoenix Sky Harbor International Airport,33.4343,-112.012,United States of America,Americas,Northern America,American Airlines,507,1:30,CRJ,Canadair Regional Jet,100
16606,SBY,Salisbury-Ocean City-Wicomico Regional Airport,38.3405,-75.5103,United States of America,Americas,Northern America,CLT,Charlotte Douglas International Airport,35.214,-80.9431,United States of America,Americas,Northern America,American Airlines,369,1:14,DH8,De Havilland Canada DHC-8 Dash 8,78
16607,SBY,Salisbury-Ocean City-Wicomico Regional Airport,38.3405,-75.5103,United States of America,Americas,Northern America,PHL,Philadelphia International Airport,39.8719,-75.2411,United States of America,Americas,Northern America,American Airlines,106,0:42,DH3,De Havilland Canada DHC-8-200 Dash 8,39
16608,SCE,University Park Airport,40.8493,-77.8487,United States of America,Americas,Northern America,PHL,Philadelphia International Airport,39.8719,-75.2411,United States of America,Americas,Northern America,American Airlines,152,0:48,DH3,De Havilland Canada DHC-8-200 Dash 8,39
16609,SCL,Arturo Merino Benítez International Airport,-33.3928,-70.7856,Chile,Americas,Latin America and the Caribbean,DFW,Dallas/Fort Worth International Airport,32.8968,-97.038,United States of America,Americas,Northern America,American Airlines,4885,10:16,763,Boeing 767-300,269
16610,SCL,Arturo Merino Benítez International Airport,-33.3928,-70.7856,Chile,Americas,Latin America and the Caribbean,JFK,John F. Kennedy International Airport,40.6397,-73.7789,United States of America,Americas,Northern America,American Airlines,5115,10:43,787,Boeing 787-7,270
16611,SCL,Arturo Merino Benítez International Airport,-33.3928,-70.7856,Chile,Americas,Latin America and the Caribbean,LIM,Jorge Chavez International Airport,-12.0219,-77.1143,Peru,Americas,Latin America and the Caribbean,American Airlines,1528,3:33,763,Boeing 767-300,269
16612,SCL,Arturo Merino Benítez International Airport,-33.3928,-70.7856,Chile,Americas,Latin America and the Caribbean,MIA,Miami International Airport,25.7932,-80.2906,United States of America,Americas,Northern America,American Airlines,4134,8:46,763,Boeing 767-300,269
16613,SCL,Arturo Merino Benítez International Airport,-33.3928,-70.7856,Chile,Americas,Latin America and the Caribbean,PMC,El Tepual Airport,-41.4389,-73.094,Chile,Americas,Latin America and the Caribbean,American Airlines,569,1:38,320,Airbus A320-100/200,180
16614,SCY,San Cristobal Airport,-0.910206,-89.6174,Ecuador,Americas,Latin America and the Caribbean,GYE,Jose Joaquin de Olmedo International Airport,-2.15742,-79.8836,Ecuador,Americas,Latin America and the Caribbean,American Airlines,677,1:51,319,Airbus A319,160
16615,SDF,Louisville International Airport (Standiford Field),38.1744,-85.736,United States of America,Americas,Northern America,CLT,Charlotte Douglas International Airport,35.214,-80.9431,United States of America,Americas,Northern America,American Airlines,334,1:10,319,Airbus A319,160
16616,SDF,Louisville International Airport (Standiford Field),38.1744,-85.736,United States of America,Americas,Northern America,DCA,Ronald Reagan Washington National Airport,38.8522,-77.0378,United States of America,Americas,Northern America,American Airlines,472,1:26,CRJ,Canadair Regional Jet,100
16617,SDF,Louisville International Airport (Standiford Field),38.1744,-85.736,United States of America,Americas,Northern America,DCA,Ronald Reagan Washington National Airport,38.8522,-77.0378,United States of America,Americas,Northern America,American Airlines,472,1:26,E75,Embraer 175,88
16618,SDF,Louisville International Airport (Standiford Field),38.1744,-85.736,United States of America,Americas,Northern America,DFW,Dallas/Fort Worth International Airport,32.8968,-97.038,United States of America,Americas,Northern America,American Airlines,731,1:57,M80,McDonnell Douglas MD80,172
16619,SDF,Louisville International Airport (Standiford Field),38.1744,-85.736,United States of America,Americas,Northern America,DFW,Dallas/Fort Worth International Airport,32.8968,-97.038,United States of America,Americas,Northern America,American Airlines,731,1:57,M83,McDonnell Douglas MD83,186
16620,SDF,Louisville International Airport (Standiford Field),38.1744,-85.736,United States of America,Americas,Northern America,DFW,Dallas/Fort Worth International Airport,32.8968,-97.038,United States of America,Americas,Northern America,American Airlines,731,1:57,319,Airbus A319,160
16621,SDF,Louisville International Airport (Standiford Field),38.1744,-85.736,United States of America,Americas,Northern America,LGA,LaGuardia Airport,40.775,-73.875,United States of America,Americas,Northern America,American Airlines,656,1:48,ERD,Embraer RJ140,50
16622,SDF,Louisville International Airport (Standiford Field),38.1744,-85.736,United States of America,Americas,Northern America,MIA,Miami International Airport,25.7932,-80.2906,United States of America,Americas,Northern America,American Airlines,912,2:19,ER4,Embraer RJ145 Amazon,50
16623,SDF,Louisville International Airport (Standiford Field),38.1744,-85.736,United States of America,Americas,Northern America,ORD,Chicago O'Hare International Airport,41.9786,-87.9047,United States of America,Americas,Northern America,American Airlines,286,1:04,ERD,Embraer RJ140,50
16624,SDF,Louisville International Airport (Standiford Field),38.1744,-85.736,United States of America,Americas,Northern America,ORD,Chicago O'Hare International Airport,41.9786,-87.9047,United States of America,Americas,Northern America,American Airlines,286,1:04,ER4,Embraer RJ145 Amazon,50
16625,SDF,Louisville International Airport (Standiford Field),38.1744,-85.736,United States of America,Americas,Northern America,ORD,Chicago O'Hare International Airport,41.9786,-87.9047,United States of America,Americas,Northern America,American Airlines,286,1:04,E75,Embraer 175,88
16626,SDF,Louisville International Airport (Standiford Field),38.1744,-85.736,United States of America,Americas,Northern America,PHL,Philadelphia International Airport,39.8719,-75.2411,United States of America,Americas,Northern America,American Airlines,574,1:38,CR9,Canadair Regional Jet 900,90
16627,SDF,Louisville International Airport (Standiford Field),38.1744,-85.736,United States of America,Americas,Northern America,PHL,Philadelphia International Airport,39.8719,-75.2411,United States of America,Americas,Northern America,American Airlines,574,1:38,CRJ,Canadair Regional Jet,100
16628,SDQ,Las Americas International Airport,18.4297,-69.6689,Dominican Republic,Americas,Latin America and the Caribbean,MIA,Miami International Airport,25.7932,-80.2906,United States of America,Americas,Northern America,American Airlines,848,2:11,757,Boeing 757,280
16629,SDQ,Las Americas International Airport,18.4297,-69.6689,Dominican Republic,Americas,Latin America and the Caribbean,MIA,Miami International Airport,25.7932,-80.2906,United States of America,Americas,Northern America,American Airlines,848,2:11,763,Boeing 767-300,269
16630,SDQ,Las Americas International Airport,18.4297,-69.6689,Dominican Republic,Americas,Latin America and the Caribbean,PHL,Philadelphia International Airport,39.8719,-75.2411,United States of America,Americas,Northern America,American Airlines,1517,3:32,320,Airbus A320-100/200,180
16631,SEA,Seattle-Tacoma International Airport,47.449,-122.309,United States of America,Americas,Northern America,BOS,Logan International Airport,42.3643,-71.0052,United States of America,Americas,Northern America,American Airlines,2487,5:28,737,Boeing 737,142
16632,SEA,Seattle-Tacoma International Airport,47.449,-122.309,United States of America,Americas,Northern America,BUR,Bob Hope Airport,34.2007,-118.359,United States of America,Americas,Northern America,American Airlines,937,2:22,737,Boeing 737,142
16633,SEA,Seattle-Tacoma International Airport,47.449,-122.309,United States of America,Americas,Northern America,CLT,Charlotte Douglas International Airport,35.214,-80.9431,United States of America,Americas,Northern America,American Airlines,2273,5:02,320,Airbus A320-100/200,180
16634,SEA,Seattle-Tacoma International Airport,47.449,-122.309,United States of America,Americas,Northern America,CLT,Charlotte Douglas International Airport,35.214,-80.9431,United States of America,Americas,Northern America,American Airlines,2273,5:02,321,Airbus A321-100/200,240
16635,SEA,Seattle-Tacoma International Airport,47.449,-122.309,United States of America,Americas,Northern America,CLT,Charlotte Douglas International Airport,35.214,-80.9431,United States of America,Americas,Northern America,American Airlines,2273,5:02,319,Airbus A319,160
16636,SEA,Seattle-Tacoma International Airport,47.449,-122.309,United States of America,Americas,Northern America,DEN,Denver International Airport,39.8617,-104.673,United States of America,Americas,Northern America,American Airlines,1021,2:32,737,Boeing 737,142
16637,SEA,Seattle-Tacoma International Airport,47.449,-122.309,United States of America,Americas,Northern America,DFW,Dallas/Fort Worth International Airport,32.8968,-97.038,United States of America,Americas,Northern America,American Airlines,1656,3:48,738,Boeing 737-800,189
16638,SEA,Seattle-Tacoma International Airport,47.449,-122.309,United States of America,Americas,Northern America,DFW,Dallas/Fort Worth International Airport,32.8968,-97.038,United States of America,Americas,Northern America,American Airlines,1656,3:48,757,Boeing 757,280
16639,SEA,Seattle-Tacoma International Airport,47.449,-122.309,United States of America,Americas,Northern America,EWR,Newark Liberty International Airport,40.6925,-74.1686,United States of America,Americas,Northern America,American Airlines,2393,5:17,737,Boeing 737,142
16640,SEA,Seattle-Tacoma International Airport,47.449,-122.309,United States of America,Americas,Northern America,JFK,John F. Kennedy International Airport,40.6397,-73.7789,United States of America,Americas,Northern America,American Airlines,2413,5:19,738,Boeing 737-800,189
16641,SEA,Seattle-Tacoma International Airport,47.449,-122.309,United States of America,Americas,Northern America,KTN,Ketchikan International Airport,55.3556,-131.714,United States of America,Americas,Northern America,American Airlines,678,1:51,737,Boeing 737,142
16642,SEA,Seattle-Tacoma International Airport,47.449,-122.309,United States of America,Americas,Northern America,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,American Airlines,954,2:24,737,Boeing 737,142
16643,SEA,Seattle-Tacoma International Airport,47.449,-122.309,United States of America,Americas,Northern America,LGB,Long Beach Airport,33.8177,-118.152,United States of America,Americas,Northern America,American Airlines,965,2:25,CR7,Canadair Regional Jet 700,78
16644,SEA,Seattle-Tacoma International Airport,47.449,-122.309,United States of America,Americas,Northern America,LHR,Heathrow Airport,51.4775,-0.461389,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,American Airlines,4783,10:03,777,Boeing 777,451
16645,SEA,Seattle-Tacoma International Airport,47.449,-122.309,United States of America,Americas,Northern America,MCI,Kansas City International Airport,39.2976,-94.7139,United States of America,Americas,Northern America,American Airlines,1485,3:28,737,Boeing 737,142
16646,SEA,Seattle-Tacoma International Airport,47.449,-122.309,United States of America,Americas,Northern America,MCO,Orlando International Airport,28.4294,-81.309,United States of America,Americas,Northern America,American Airlines,2549,5:35,737,Boeing 737,142
16647,SEA,Seattle-Tacoma International Airport,47.449,-122.309,United States of America,Americas,Northern America,MIA,Miami International Airport,25.7932,-80.2906,United States of America,Americas,Northern America,American Airlines,2719,5:56,757,Boeing 757,280
16648,SEA,Seattle-Tacoma International Airport,47.449,-122.309,United States of America,Americas,Northern America,OAK,Oakland International Airport,37.7213,-122.221,United States of America,Americas,Northern America,American Airlines,671,1:50,737,Boeing 737,142
16649,SEA,Seattle-Tacoma International Airport,47.449,-122.309,United States of America,Americas,Northern America,ONT,Ontario International Airport,34.056,-117.601,United States of America,Americas,Northern America,American Airlines,956,2:24,737,Boeing 737,142
16650,SEA,Seattle-Tacoma International Airport,47.449,-122.309,United States of America,Americas,Northern America,ORD,Chicago O'Hare International Airport,41.9786,-87.9047,United States of America,Americas,Northern America,American Airlines,1715,3:55,738,Boeing 737-800,189
16651,SEA,Seattle-Tacoma International Airport,47.449,-122.309,United States of America,Americas,Northern America,PEK,Beijing Capital International Airport,40.0725,116.598,China,Asia,Eastern Asia,American Airlines,5389,11:16,787,Boeing 787-7,270
16652,SEA,Seattle-Tacoma International Airport,47.449,-122.309,United States of America,Americas,Northern America,PHL,Philadelphia International Airport,39.8719,-75.2411,United States of America,Americas,Northern America,American Airlines,2370,5:14,320,Airbus A320-100/200,180
16653,SEA,Seattle-Tacoma International Airport,47.449,-122.309,United States of America,Americas,Northern America,PHL,Philadelphia International Airport,39.8719,-75.2411,United States of America,Americas,Northern America,American Airlines,2370,5:14,321,Airbus A321-100/200,240
16654,SEA,Seattle-Tacoma International Airport,47.449,-122.309,United States of America,Americas,Northern America,PHX,Phoenix Sky Harbor International Airport,33.4343,-112.012,United States of America,Americas,Northern America,American Airlines,1106,2:42,321,Airbus A321-100/200,240
16655,SEA,Seattle-Tacoma International Airport,47.449,-122.309,United States of America,Americas,Northern America,PHX,Phoenix Sky Harbor International Airport,33.4343,-112.012,United States of America,Americas,Northern America,American Airlines,1106,2:42,320,Airbus A320-100/200,180
16656,SEA,Seattle-Tacoma International Airport,47.449,-122.309,United States of America,Americas,Northern America,SAN,San Diego International Airport,32.7336,-117.19,United States of America,Americas,Northern America,American Airlines,1050,2:36,737,Boeing 737,142
16657,SEA,Seattle-Tacoma International Airport,47.449,-122.309,United States of America,Americas,Northern America,SFO,San Francisco International Airport,37.619,-122.375,United States of America,Americas,Northern America,American Airlines,678,1:51,737,Boeing 737,142
16658,SEA,Seattle-Tacoma International Airport,47.449,-122.309,United States of America,Americas,Northern America,SJC,San Jose International Airport,37.3626,-121.929,United States of America,Americas,Northern America,American Airlines,696,1:53,737,Boeing 737,142
16659,SEA,Seattle-Tacoma International Airport,47.449,-122.309,United States of America,Americas,Northern America,SMF,Sacramento International Airport,38.6954,-121.591,United States of America,Americas,Northern America,American Airlines,605,1:42,737,Boeing 737,142
16660,SEA,Seattle-Tacoma International Airport,47.449,-122.309,United States of America,Americas,Northern America,SNA,John Wayne Airport (Orange County Airport),33.6757,-117.868,United States of America,Americas,Northern America,American Airlines,978,2:27,737,Boeing 737,142
16661,SEA,Seattle-Tacoma International Airport,47.449,-122.309,United States of America,Americas,Northern America,STL,Lambert-St. Louis International Airport,38.7487,-90.37,United States of America,Americas,Northern America,American Airlines,1704,3:54,737,Boeing 737,142
16662,SEA,Seattle-Tacoma International Airport,47.449,-122.309,United States of America,Americas,Northern America,YVR,Vancouver International Airport,49.1939,-123.184,Canada,Americas,Northern America,American Airlines,127,0:45,DH4,De Havilland Canada DHC-8-400 Dash 8Q,78
16663,SFO,San Francisco International Airport,37.619,-122.375,United States of America,Americas,Northern America,CLT,Charlotte Douglas International Airport,35.214,-80.9431,United States of America,Americas,Northern America,American Airlines,2289,5:04,321,Airbus A321-100/200,240
16664,SFO,San Francisco International Airport,37.619,-122.375,United States of America,Americas,Northern America,DFW,Dallas/Fort Worth International Airport,32.8968,-97.038,United States of America,Americas,Northern America,American Airlines,1460,3:25,738,Boeing 737-800,189
16665,SFO,San Francisco International Airport,37.619,-122.375,United States of America,Americas,Northern America,DFW,Dallas/Fort Worth International Airport,32.8968,-97.038,United States of America,Americas,Northern America,American Airlines,1460,3:25,757,Boeing 757,280
16666,SFO,San Francisco International Airport,37.619,-122.375,United States of America,Americas,Northern America,DFW,Dallas/Fort Worth International Airport,32.8968,-97.038,United States of America,Americas,Northern America,American Airlines,1460,3:25,763,Boeing 767-300,269
16667,SFO,San Francisco International Airport,37.619,-122.375,United States of America,Americas,Northern America,HKG,Hong Kong International Airport (Chek Lap Kok Airport),22.3089,113.915,Hong Kong,Asia,Eastern Asia,American Airlines,6910,14:19,773,Boeing 777-300,451
16668,SFO,San Francisco International Airport,37.619,-122.375,United States of America,Americas,Northern America,HKG,Hong Kong International Airport (Chek Lap Kok Airport),22.3089,113.915,Hong Kong,Asia,Eastern Asia,American Airlines,6910,14:19,744,Boeing 747-400,524
16669,SFO,San Francisco International Airport,37.619,-122.375,United States of America,Americas,Northern America,HND,Haneda Airport,35.5533,139.781,Japan,Asia,Eastern Asia,American Airlines,5145,10:47,787,Boeing 787-7,270
16670,SFO,San Francisco International Airport,37.619,-122.375,United States of America,Americas,Northern America,JFK,John F. Kennedy International Airport,40.6397,-73.7789,United States of America,Americas,Northern America,American Airlines,2578,5:39,763,Boeing 767-300,269
16671,SFO,San Francisco International Airport,37.619,-122.375,United States of America,Americas,Northern America,JFK,John F. Kennedy International Airport,40.6397,-73.7789,United States of America,Americas,Northern America,American Airlines,2578,5:39,32B,Airbus A321 neo,240
16672,SFO,San Francisco International Airport,37.619,-122.375,United States of America,Americas,Northern America,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,American Airlines,337,1:10,738,Boeing 737-800,189
16673,SFO,San Francisco International Airport,37.619,-122.375,United States of America,Americas,Northern America,LHR,Heathrow Airport,51.4775,-0.461389,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,American Airlines,5350,11:12,744,Boeing 747-400,524
16674,SFO,San Francisco International Airport,37.619,-122.375,United States of America,Americas,Northern America,MIA,Miami International Airport,25.7932,-80.2906,United States of America,Americas,Northern America,American Airlines,2579,5:39,757,Boeing 757,280
16675,SFO,San Francisco International Airport,37.619,-122.375,United States of America,Americas,Northern America,MIA,Miami International Airport,25.7932,-80.2906,United States of America,Americas,Northern America,American Airlines,2579,5:39,763,Boeing 767-300,269
16676,SFO,San Francisco International Airport,37.619,-122.375,United States of America,Americas,Northern America,MIA,Miami International Airport,25.7932,-80.2906,United States of America,Americas,Northern America,American Airlines,2579,5:39,738,Boeing 737-800,189
16677,SFO,San Francisco International Airport,37.619,-122.375,United States of America,Americas,Northern America,ORD,Chicago O'Hare International Airport,41.9786,-87.9047,United States of America,Americas,Northern America,American Airlines,1840,4:10,738,Boeing 737-800,189
16678,SFO,San Francisco International Airport,37.619,-122.375,United States of America,Americas,Northern America,PDX,Portland International Airport,45.5887,-122.598,United States of America,Americas,Northern America,American Airlines,550,1:36,737,Boeing 737,142
16679,SFO,San Francisco International Airport,37.619,-122.375,United States of America,Americas,Northern America,PDX,Portland International Airport,45.5887,-122.598,United States of America,Americas,Northern America,American Airlines,550,1:36,DH4,De Havilland Canada DHC-8-400 Dash 8Q,78
16680,SFO,San Francisco International Airport,37.619,-122.375,United States of America,Americas,Northern America,PHL,Philadelphia International Airport,39.8719,-75.2411,United States of America,Americas,Northern America,American Airlines,2513,5:31,320,Airbus A320-100/200,180
16681,SFO,San Francisco International Airport,37.619,-122.375,United States of America,Americas,Northern America,PHL,Philadelphia International Airport,39.8719,-75.2411,United States of America,Americas,Northern America,American Airlines,2513,5:31,321,Airbus A321-100/200,240
16682,SFO,San Francisco International Airport,37.619,-122.375,United States of America,Americas,Northern America,PHX,Phoenix Sky Harbor International Airport,33.4343,-112.012,United States of America,Americas,Northern America,American Airlines,649,1:47,321,Airbus A321-100/200,240
16683,SFO,San Francisco International Airport,37.619,-122.375,United States of America,Americas,Northern America,PHX,Phoenix Sky Harbor International Airport,33.4343,-112.012,United States of America,Americas,Northern America,American Airlines,649,1:47,320,Airbus A320-100/200,180
16684,SFO,San Francisco International Airport,37.619,-122.375,United States of America,Americas,Northern America,PSP,Palm Springs International Airport,33.8297,-116.507,United States of America,Americas,Northern America,American Airlines,420,1:20,737,Boeing 737,142
16685,SFO,San Francisco International Airport,37.619,-122.375,United States of America,Americas,Northern America,PVR,Licenciado Gustavo Diaz Ordaz International Airport,20.6801,-105.254,Mexico,Americas,Latin America and the Caribbean,American Airlines,1554,3:36,737,Boeing 737,142
16686,SFO,San Francisco International Airport,37.619,-122.375,United States of America,Americas,Northern America,SEA,Seattle-Tacoma International Airport,47.449,-122.309,United States of America,Americas,Northern America,American Airlines,678,1:51,737,Boeing 737,142
16687,SGF,Springfield-Branson National Airport,37.2457,-93.3886,United States of America,Americas,Northern America,DFW,Dallas/Fort Worth International Airport,32.8968,-97.038,United States of America,Americas,Northern America,American Airlines,364,1:13,ER4,Embraer RJ145 Amazon,50
16688,SGF,Springfield-Branson National Airport,37.2457,-93.3886,United States of America,Americas,Northern America,DFW,Dallas/Fort Worth International Airport,32.8968,-97.038,United States of America,Americas,Northern America,American Airlines,364,1:13,ERD,Embraer RJ140,50
16689,SGF,Springfield-Branson National Airport,37.2457,-93.3886,United States of America,Americas,Northern America,ORD,Chicago O'Hare International Airport,41.9786,-87.9047,United States of America,Americas,Northern America,American Airlines,437,1:22,ER4,Embraer RJ145 Amazon,50
16690,SGF,Springfield-Branson National Airport,37.2457,-93.3886,United States of America,Americas,Northern America,ORD,Chicago O'Hare International Airport,41.9786,-87.9047,United States of America,Americas,Northern America,American Airlines,437,1:22,ERD,Embraer RJ140,50
16691,SGN,Tan Son Nhat International Airport,10.8188,106.652,Viet Nam,Asia,South-eastern Asia,NRT,Narita International Airport,35.7653,140.386,Japan,Asia,Eastern Asia,American Airlines,2722,5:56,763,Boeing 767-300,269
16692,SHV,Shreveport Regional Airport,32.4466,-93.8256,United States of America,Americas,Northern America,DFW,Dallas/Fort Worth International Airport,32.8968,-97.038,United States of America,Americas,Northern America,American Airlines,189,0:52,CRJ,Canadair Regional Jet,100
16693,SHV,Shreveport Regional Airport,32.4466,-93.8256,United States of America,Americas,Northern America,DFW,Dallas/Fort Worth International Airport,32.8968,-97.038,United States of America,Americas,Northern America,American Airlines,189,0:52,ERD,Embraer RJ140,50
16694,SHV,Shreveport Regional Airport,32.4466,-93.8256,United States of America,Americas,Northern America,DFW,Dallas/Fort Worth International Airport,32.8968,-97.038,United States of America,Americas,Northern America,American Airlines,189,0:52,ER4,Embraer RJ145 Amazon,50
16695,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,KUL,Kuala Lumpur International Airport,2.74558,101.71,Malaysia,Asia,South-eastern Asia,American Airlines,184,0:52,737,Boeing 737,142
16696,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,NRT,Narita International Airport,35.7653,140.386,Japan,Asia,Eastern Asia,American Airlines,3327,7:09,763,Boeing 767-300,269
16697,SJC,San Jose International Airport,37.3626,-121.929,United States of America,Americas,Northern America,DFW,Dallas/Fort Worth International Airport,32.8968,-97.038,United States of America,Americas,Northern America,American Airlines,1434,3:22,M83,McDonnell Douglas MD83,186
16698,SJC,San Jose International Airport,37.3626,-121.929,United States of America,Americas,Northern America,GDL,Guadalajara International Airport (Miguel Hidalgo y Costilla Int'l),20.5218,-103.311,Mexico,Americas,Latin America and the Caribbean,American Airlines,1611,3:43,737,Boeing 737,142
16699,SJC,San Jose International Airport,37.3626,-121.929,United States of America,Americas,Northern America,HNL,Daniel K. Inouye International Airport,21.3206,-157.924,United States of America,Americas,Northern America,American Airlines,2413,5:19,737,Boeing 737,142
16700,SJC,San Jose International Airport,37.3626,-121.929,United States of America,Americas,Northern America,KOA,Kona International Airport at Keahole,19.7388,-156.046,United States of America,Americas,Northern America,American Airlines,2381,5:15,737,Boeing 737,142
16701,SJC,San Jose International Airport,37.3626,-121.929,United States of America,Americas,Northern America,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,American Airlines,307,1:06,CRJ,Canadair Regional Jet,100
16702,SJC,San Jose International Airport,37.3626,-121.929,United States of America,Americas,Northern America,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,American Airlines,307,1:06,CR7,Canadair Regional Jet 700,78
16703,SJC,San Jose International Airport,37.3626,-121.929,United States of America,Americas,Northern America,LIH,Lihue Airport,21.976,-159.339,United States of America,Americas,Northern America,American Airlines,2462,5:25,737,Boeing 737,142
16704,SJC,San Jose International Airport,37.3626,-121.929,United States of America,Americas,Northern America,OGG,Kahului Airport,20.8986,-156.43,United States of America,Americas,Northern America,American Airlines,2352,5:12,737,Boeing 737,142
16705,SJC,San Jose International Airport,37.3626,-121.929,United States of America,Americas,Northern America,ORD,Chicago O'Hare International Airport,41.9786,-87.9047,United States of America,Americas,Northern America,American Airlines,1824,4:08,738,Boeing 737-800,189
16706,SJC,San Jose International Airport,37.3626,-121.929,United States of America,Americas,Northern America,PDX,Portland International Airport,45.5887,-122.598,United States of America,Americas,Northern America,American Airlines,569,1:38,737,Boeing 737,142
16707,SJC,San Jose International Airport,37.3626,-121.929,United States of America,Americas,Northern America,PDX,Portland International Airport,45.5887,-122.598,United States of America,Americas,Northern America,American Airlines,569,1:38,DH4,De Havilland Canada DHC-8-400 Dash 8Q,78
