,airline,flight_distance,flight_duration,aircraft_model_code,src_airport_code,src_airport_name,src_airport_lat,src_airport_lon,src_airport_ctry,src_airport_rgn,src_airport_sbrgn,dstn_airport_code,dstn_airport_name,dstn_airport_lat,dstn_airport_lon,dstn_airport_ctry,dstn_airport_rgn,dstn_airport_sbrgn,aircraft_model_name,capacity
0,Singapore Airlines,4196,8:53,763,ADD,Addis Ababa Bole International Airport,8.97778,38.7994,Ethiopia,Africa,Sub-Saharan Africa,BKK,Suvarnabhumi Airport,13.6811,100.747,Thailand,Asia,South-eastern Asia,Boeing 767-300,269
1,Singapore Airlines,3354,7:12,333,ADL,Adelaide Airport,-34.945,138.531,Australia,Oceania,Australia and New Zealand,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Airbus A330-300,440
2,Singapore Airlines,5221,10:56,77W,AKL,Auckland Airport,-37.0081,174.792,New Zealand,Oceania,Australia and New Zealand,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Boeing 777-300ER,396
3,Singapore Airlines,5221,10:56,772,AKL,Auckland Airport,-37.0081,174.792,New Zealand,Oceania,Australia and New Zealand,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Boeing 777-200,396
4,Singapore Airlines,2581,5:39,333,AMD,Sardar Vallabhbhai Patel International Airport,23.0772,72.6347,India,Asia,Southern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Airbus A330-300,440
5,Singapore Airlines,6529,13:33,772,AMS,Amsterdam Airport Schiphol,52.3086,4.76389,"Netherlands, Kingdom of the",Europe,Western Europe,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Boeing 777-200,396
6,Singapore Airlines,6529,13:33,77W,AMS,Amsterdam Airport Schiphol,52.3086,4.76389,"Netherlands, Kingdom of the",Europe,Western Europe,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Boeing 777-300ER,396
7,Singapore Airlines,5443,11:23,77W,BCN,Barcelona El Prat Airport,41.2971,2.07846,Spain,Europe,Southern Europe,GRU,Guarulhos International Airport,-23.4322,-46.4692,Brazil,Americas,Latin America and the Caribbean,Boeing 777-300ER,396
8,Singapore Airlines,447,1:23,77W,BCN,Barcelona El Prat Airport,41.2971,2.07846,Spain,Europe,Southern Europe,MXP,Milan-Malpensa Airport,45.6306,8.72811,Italy,Europe,Southern Europe,Boeing 777-300ER,396
9,Singapore Airlines,6768,14:02,77W,BCN,Barcelona El Prat Airport,41.2971,2.07846,Spain,Europe,Southern Europe,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Boeing 777-300ER,396
10,Singapore Airlines,620,1:44,319,BDO,Husein Sastranegara International Airport,-6.90063,107.576,Indonesia,Asia,South-eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Airbus A319,160
11,Singapore Airlines,889,2:16,320,BKI,Kota Kinabalu International Airport,5.93721,116.051,Malaysia,Asia,South-eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Airbus A320-100/200,180
12,Singapore Airlines,889,2:16,319,BKI,Kota Kinabalu International Airport,5.93721,116.051,Malaysia,Asia,South-eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Airbus A319,160
13,Singapore Airlines,4196,8:53,763,BKK,Suvarnabhumi Airport,13.6811,100.747,Thailand,Asia,South-eastern Asia,ADD,Addis Ababa Bole International Airport,8.97778,38.7994,Ethiopia,Africa,Sub-Saharan Africa,Boeing 767-300,269
14,Singapore Airlines,879,2:15,772,BKK,Suvarnabhumi Airport,13.6811,100.747,Thailand,Asia,South-eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Boeing 777-200,396
15,Singapore Airlines,879,2:15,333,BKK,Suvarnabhumi Airport,13.6811,100.747,Thailand,Asia,South-eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Airbus A330-300,440
16,Singapore Airlines,879,2:15,763,BKK,Suvarnabhumi Airport,13.6811,100.747,Thailand,Asia,South-eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Boeing 767-300,269
17,Singapore Airlines,1974,4:26,772,BLR,Kempegowda International Airport,13.1979,77.7063,India,Asia,Southern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Boeing 777-200,396
18,Singapore Airlines,1551,3:36,320,BNE,Brisbane Airport,-27.3842,153.117,Australia,Oceania,Australia and New Zealand,CHC,Christchurch International Airport,-43.4894,172.532,New Zealand,Oceania,Australia and New Zealand,Airbus A320-100/200,180
19,Singapore Airlines,919,2:20,E90,BNE,Brisbane Airport,-27.3842,153.117,Australia,Oceania,Australia and New Zealand,CNJ,Cloncurry Airport,-20.6686,140.504,Australia,Oceania,Australia and New Zealand,Embraer 190,114
20,Singapore Airlines,3814,8:07,333,BNE,Brisbane Airport,-27.3842,153.117,Australia,Oceania,Australia and New Zealand,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Airbus A330-300,440
21,Singapore Airlines,2435,5:22,77W,BOM,Chhatrapati Shivaji International Airport,19.0887,72.8679,India,Asia,Southern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Boeing 777-300ER,396
22,Singapore Airlines,2435,5:22,772,BOM,Chhatrapati Shivaji International Airport,19.0887,72.8679,India,Asia,Southern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Boeing 777-200,396
23,Singapore Airlines,908,2:18,319,BPN,Sultan Aji Muhammad Sulaiman Airport,-1.26827,116.894,Indonesia,Asia,South-eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Airbus A319,160
24,Singapore Airlines,908,2:18,320,BPN,Sultan Aji Muhammad Sulaiman Airport,-1.26827,116.894,Indonesia,Asia,South-eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Airbus A320-100/200,180
25,Singapore Airlines,793,2:05,773,BWN,Brunei International Airport,4.9442,114.928,Brunei Darussalam,Asia,South-eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Boeing 777-300,451
26,Singapore Airlines,793,2:05,320,BWN,Brunei International Airport,4.9442,114.928,Brunei Darussalam,Asia,South-eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Airbus A320-100/200,180
27,Singapore Airlines,1500,3:30,333,CAI,Cairo International Airport,30.1219,31.4056,Egypt,Africa,Northern Africa,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,Airbus A330-300,440
28,Singapore Airlines,1644,3:47,333,CAN,Guangzhou Baiyun International Airport,23.3924,113.299,China,Asia,Eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Airbus A330-300,440
29,Singapore Airlines,1803,4:06,333,CCU,Netaji Subhas Chandra Bose International Airport,22.6547,88.4467,India,Asia,Southern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Airbus A330-300,440
30,Singapore Airlines,6660,13:49,388,CDG,Paris Charles de Gaulle Airport,49.0097,2.54778,France,Europe,Western Europe,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Airbus A380-800,575
31,Singapore Airlines,247,0:59,320,CEB,Mactan-Cebu International Airport,10.3075,123.979,Philippines,Asia,South-eastern Asia,DVO,Francisco Bangoy International Airport,7.12552,125.646,Philippines,Asia,South-eastern Asia,Airbus A320-100/200,180
32,Singapore Airlines,1504,3:30,320,CEB,Mactan-Cebu International Airport,10.3075,123.979,Philippines,Asia,South-eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Airbus A320-100/200,180
33,Singapore Airlines,1504,3:30,738,CEB,Mactan-Cebu International Airport,10.3075,123.979,Philippines,Asia,South-eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Boeing 737-800,189
34,Singapore Airlines,547,1:35,772,CGK,Soekarno–Hatta International Airport,-6.12556,106.656,Indonesia,Asia,South-eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Boeing 777-200,396
35,Singapore Airlines,547,1:35,773,CGK,Soekarno–Hatta International Airport,-6.12556,106.656,Indonesia,Asia,South-eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Boeing 777-300,451
36,Singapore Airlines,5218,10:56,772,CHC,Christchurch International Airport,-43.4894,172.532,New Zealand,Oceania,Australia and New Zealand,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Boeing 777-200,396
37,Singapore Airlines,1964,4:25,320,CJB,Coimbatore International Airport,11.03,77.0434,India,Asia,Southern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Airbus A320-100/200,180
38,Singapore Airlines,1966,4:25,320,CKG,Chongqing Jiangbei International Airport,29.7192,106.642,China,Asia,Eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Airbus A320-100/200,180
39,Singapore Airlines,1966,4:25,319,CKG,Chongqing Jiangbei International Airport,29.7192,106.642,China,Asia,Eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Airbus A319,160
40,Singapore Airlines,1707,3:54,333,CMB,Bandaranaike International Airport,7.18076,79.8841,Sri Lanka,Asia,Southern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Airbus A330-300,440
41,Singapore Airlines,919,2:20,E90,CNJ,Cloncurry Airport,-20.6686,140.504,Australia,Oceania,Australia and New Zealand,BNE,Brisbane Airport,-27.3842,153.117,Australia,Oceania,Australia and New Zealand,Embraer 190,114
42,Singapore Airlines,1250,3:00,320,CNX,Chiang Mai International Airport,18.7668,98.9626,Thailand,Asia,South-eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Airbus A320-100/200,180
43,Singapore Airlines,1988,4:28,320,COK,Cochin International Airport (Nedumbassery Airport),10.152,76.4019,India,Asia,Southern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Airbus A320-100/200,180
44,Singapore Airlines,1988,4:28,738,COK,Cochin International Airport (Nedumbassery Airport),10.152,76.4019,India,Asia,Southern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Boeing 737-800,189
45,Singapore Airlines,1988,4:28,319,COK,Cochin International Airport (Nedumbassery Airport),10.152,76.4019,India,Asia,Southern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Airbus A319,160
46,Singapore Airlines,6190,12:52,772,CPH,Copenhagen Airport,55.6179,12.656,Denmark,Europe,Northern Europe,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Boeing 777-200,396
47,Singapore Airlines,789,2:04,772,CPT,Cape Town International Airport,-33.9648,18.6017,South Africa,Africa,Sub-Saharan Africa,JNB,O. R. Tambo International Airport,-26.1392,28.246,South Africa,Africa,Sub-Saharan Africa,Boeing 777-200,396
48,Singapore Airlines,1950,4:24,320,CSX,Changsha Huanghua International Airport,28.1892,113.22,China,Asia,Eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Airbus A320-100/200,180
49,Singapore Airlines,2018,4:32,320,CTU,Chengdu Shuangliu International Airport,30.5785,103.947,China,Asia,Eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Airbus A320-100/200,180
50,Singapore Airlines,2018,4:32,319,CTU,Chengdu Shuangliu International Airport,30.5785,103.947,China,Asia,Eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Airbus A319,160
51,Singapore Airlines,1799,4:05,333,DAC,Hazrat Shahjalal International Airport,23.8433,90.3978,Bangladesh,Asia,Southern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Airbus A330-300,440
52,Singapore Airlines,344,1:11,738,DAD,Da Nang International Airport,16.0439,108.199,Viet Nam,Asia,South-eastern Asia,REP,Siem Reap International Airport (Angkor Int'l),13.4107,103.813,Cambodia,Asia,South-eastern Asia,Boeing 737-800,189
53,Singapore Airlines,1054,2:36,738,DAD,Da Nang International Airport,16.0439,108.199,Viet Nam,Asia,South-eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Boeing 737-800,189
54,Singapore Airlines,1054,2:36,320,DAD,Da Nang International Airport,16.0439,108.199,Viet Nam,Asia,South-eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Airbus A320-100/200,180
55,Singapore Airlines,2583,5:39,772,DEL,Indira Gandhi International Airport,28.5665,77.1031,India,Asia,Southern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Boeing 777-200,396
56,Singapore Airlines,2583,5:39,773,DEL,Indira Gandhi International Airport,28.5665,77.1031,India,Asia,Southern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Boeing 777-300,451
57,Singapore Airlines,1038,2:34,772,DPS,Ngurah Rai International Airport,-8.74817,115.167,Indonesia,Asia,South-eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Boeing 777-200,396
58,Singapore Airlines,1038,2:34,738,DPS,Ngurah Rai International Airport,-8.74817,115.167,Indonesia,Asia,South-eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Boeing 737-800,189
59,Singapore Airlines,2073,4:38,320,DRW,Darwin International Airport,-12.4147,130.877,Australia,Oceania,Australia and New Zealand,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Airbus A320-100/200,180
60,Singapore Airlines,247,0:59,320,DVO,Francisco Bangoy International Airport,7.12552,125.646,Philippines,Asia,South-eastern Asia,CEB,Mactan-Cebu International Airport,10.3075,123.979,Philippines,Asia,South-eastern Asia,Airbus A320-100/200,180
61,Singapore Airlines,1542,3:35,320,DVO,Francisco Bangoy International Airport,7.12552,125.646,Philippines,Asia,South-eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Airbus A320-100/200,180
62,Singapore Airlines,1542,3:35,738,DVO,Francisco Bangoy International Airport,7.12552,125.646,Philippines,Asia,South-eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Boeing 737-800,189
63,Singapore Airlines,1500,3:30,333,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,CAI,Cairo International Airport,30.1219,31.4056,Egypt,Africa,Northern Africa,Airbus A330-300,440
64,Singapore Airlines,3630,7:45,77W,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Boeing 777-300ER,396
65,Singapore Airlines,3630,7:45,333,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Airbus A330-300,440
66,Singapore Airlines,6243,12:59,772,FCO,Rome–Fiumicino International Airport,41.8003,12.2389,Italy,Europe,Southern Europe,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Boeing 777-200,396
67,Singapore Airlines,3843,8:11,388,FRA,Frankfurt Airport,50.0333,8.57056,Germany,Europe,Western Europe,JFK,John F. Kennedy International Airport,40.6397,-73.7789,United States of America,Americas,Northern America,Airbus A380-800,575
68,Singapore Airlines,338,1:10,32A,FRA,Frankfurt Airport,50.0333,8.57056,Germany,Europe,Western Europe,LYS,Lyon-Saint-Exupery Airport,45.7256,5.08111,France,Europe,Western Europe,Airbus A320 neo,195
69,Singapore Airlines,338,1:10,733,FRA,Frankfurt Airport,50.0333,8.57056,Germany,Europe,Western Europe,LYS,Lyon-Saint-Exupery Airport,45.7256,5.08111,France,Europe,Western Europe,Boeing 737-300,149
70,Singapore Airlines,338,1:10,735,FRA,Frankfurt Airport,50.0333,8.57056,Germany,Europe,Western Europe,LYS,Lyon-Saint-Exupery Airport,45.7256,5.08111,France,Europe,Western Europe,Boeing 737-500,120
71,Singapore Airlines,6383,13:15,388,FRA,Frankfurt Airport,50.0333,8.57056,Germany,Europe,Western Europe,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Airbus A380-800,575
72,Singapore Airlines,6383,13:15,77W,FRA,Frankfurt Airport,50.0333,8.57056,Germany,Europe,Western Europe,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Boeing 777-300ER,396
73,Singapore Airlines,2807,6:06,333,FUK,Fukuoka Airport (Itazuke Air Base),33.5859,130.451,Japan,Asia,Eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Airbus A330-300,440
74,Singapore Airlines,5443,11:23,77W,GRU,Guarulhos International Airport,-23.4322,-46.4692,Brazil,Americas,Latin America and the Caribbean,BCN,Barcelona El Prat Airport,41.2971,2.07846,Spain,Europe,Southern Europe,Boeing 777-300ER,396
75,Singapore Airlines,1377,3:15,333,HAN,Noi Bai International Airport,21.2212,105.807,Viet Nam,Asia,South-eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Airbus A330-300,440
76,Singapore Airlines,6910,14:19,77W,HKG,Hong Kong International Airport (Chek Lap Kok Airport),22.3089,113.915,Hong Kong,Asia,Eastern Asia,SFO,San Francisco International Airport,37.619,-122.375,United States of America,Americas,Northern America,Boeing 777-300ER,396
77,Singapore Airlines,1593,3:41,77W,HKG,Hong Kong International Airport (Chek Lap Kok Airport),22.3089,113.915,Hong Kong,Asia,Eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Boeing 777-300ER,396
78,Singapore Airlines,1593,3:41,772,HKG,Hong Kong International Airport (Chek Lap Kok Airport),22.3089,113.915,Hong Kong,Asia,Eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Boeing 777-200,396
79,Singapore Airlines,1593,3:41,388,HKG,Hong Kong International Airport (Chek Lap Kok Airport),22.3089,113.915,Hong Kong,Asia,Eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Airbus A380-800,575
80,Singapore Airlines,608,1:42,320,HKT,Phuket International Airport,8.1132,98.3169,Thailand,Asia,South-eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Airbus A320-100/200,180
81,Singapore Airlines,608,1:42,738,HKT,Phuket International Airport,8.1132,98.3169,Thailand,Asia,South-eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Boeing 737-800,189
82,Singapore Airlines,608,1:42,319,HKT,Phuket International Airport,8.1132,98.3169,Thailand,Asia,South-eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Airbus A319,160
83,Singapore Airlines,3291,7:04,333,HND,Haneda Airport,35.5533,139.781,Japan,Asia,Eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Airbus A330-300,440
84,Singapore Airlines,3291,7:04,773,HND,Haneda Airport,35.5533,139.781,Japan,Asia,Eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Boeing 777-300,451
85,Singapore Airlines,5642,11:47,77W,ICN,Incheon International Airport,37.4633,126.44,"Korea, Republic of",Asia,Eastern Asia,SFO,San Francisco International Airport,37.619,-122.375,United States of America,Americas,Northern America,Boeing 777-300ER,396
86,Singapore Airlines,2873,6:14,333,ICN,Incheon International Airport,37.4633,126.44,"Korea, Republic of",Asia,Eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Airbus A330-300,440
87,Singapore Airlines,2873,6:14,77W,ICN,Incheon International Airport,37.4633,126.44,"Korea, Republic of",Asia,Eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Boeing 777-300ER,396
88,Singapore Airlines,5383,11:15,772,ISL,Istanbul Ataturk Airport,40.9769,28.8146,Türkiye,Asia,Western Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Boeing 777-200,396
89,Singapore Airlines,529,1:33,333,JED,King Abdulaziz International Airport,21.6796,39.1565,Saudi Arabia,Asia,Western Asia,RUH,King Khalid International Airport,24.9576,46.6988,Saudi Arabia,Asia,Western Asia,Airbus A330-300,440
90,Singapore Airlines,3843,8:11,388,JFK,John F. Kennedy International Airport,40.6397,-73.7789,United States of America,Americas,Northern America,FRA,Frankfurt Airport,50.0333,8.57056,Germany,Europe,Western Europe,Airbus A380-800,575
91,Singapore Airlines,789,2:04,772,JNB,O. R. Tambo International Airport,-26.1392,28.246,South Africa,Africa,Sub-Saharan Africa,CPT,Cape Town International Airport,-33.9648,18.6017,South Africa,Africa,Sub-Saharan Africa,Boeing 777-200,396
92,Singapore Airlines,5375,11:15,772,JNB,O. R. Tambo International Airport,-26.1392,28.246,South Africa,Africa,Sub-Saharan Africa,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Boeing 777-200,396
93,Singapore Airlines,771,2:02,320,JOG,Adisucipto International Airport,-7.78818,110.432,Indonesia,Asia,South-eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Airbus A320-100/200,180
94,Singapore Airlines,438,1:22,738,KCH,Kuching International Airport,1.4847,110.347,Malaysia,Asia,South-eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Boeing 737-800,189
95,Singapore Airlines,438,1:22,319,KCH,Kuching International Airport,1.4847,110.347,Malaysia,Asia,South-eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Airbus A319,160
96,Singapore Airlines,3044,6:35,333,KIX,Kansai International Airport,34.4305,135.23,Japan,Asia,Eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Airbus A330-300,440
97,Singapore Airlines,1641,3:46,320,KMG,Kunming Changshui International Airport,25.1019,102.929,China,Asia,Eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Airbus A320-100/200,180
98,Singapore Airlines,1641,3:46,319,KMG,Kunming Changshui International Airport,25.1019,102.929,China,Asia,Eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Airbus A319,160
99,Singapore Airlines,2197,4:53,320,KTM,Tribhuvan International Airport,27.6966,85.3591,Nepal,Asia,Southern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Airbus A320-100/200,180
100,Singapore Airlines,184,0:52,333,KUL,Kuala Lumpur International Airport,2.74558,101.71,Malaysia,Asia,South-eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Airbus A330-300,440
101,Singapore Airlines,5436,11:22,388,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,NRT,Narita International Airport,35.7653,140.386,Japan,Asia,Eastern Asia,Airbus A380-800,575
102,Singapore Airlines,1740,3:58,320,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,ORD,Chicago O'Hare International Airport,41.9786,-87.9047,United States of America,Americas,Northern America,Airbus A320-100/200,180
103,Singapore Airlines,452,1:24,320,LGK,Langkawi International Airport,6.32973,99.7287,Malaysia,Asia,South-eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Airbus A320-100/200,180
104,Singapore Airlines,452,1:24,319,LGK,Langkawi International Airport,6.32973,99.7287,Malaysia,Asia,South-eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Airbus A319,160
105,Singapore Airlines,6758,14:00,388,LHR,Heathrow Airport,51.4775,-0.461389,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Airbus A380-800,575
106,Singapore Airlines,6758,14:00,77W,LHR,Heathrow Airport,51.4775,-0.461389,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Boeing 777-300ER,396
107,Singapore Airlines,1096,2:41,319,LOP,Lombok International Airport,-8.75732,116.277,Indonesia,Asia,South-eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Airbus A319,160
108,Singapore Airlines,1096,2:41,320,LOP,Lombok International Airport,-8.75732,116.277,Indonesia,Asia,South-eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Airbus A320-100/200,180
109,Singapore Airlines,1816,4:07,333,MAA,Chennai International Airport,12.99,80.1693,India,Asia,Southern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Airbus A330-300,440
110,Singapore Airlines,701,1:54,77W,MAN,Manchester Airport,53.3537,-2.27495,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,MUC,Munich Airport,48.3538,11.7861,Germany,Europe,Western Europe,Boeing 777-300ER,396
111,Singapore Airlines,1445,3:23,320,MDC,Sam Ratulangi International Airport,1.54926,124.926,Indonesia,Asia,South-eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Airbus A320-100/200,180
112,Singapore Airlines,1498,3:29,320,MEL,Melbourne Airport,-37.6733,144.843,Australia,Oceania,Australia and New Zealand,CHC,Christchurch International Airport,-43.4894,172.532,New Zealand,Oceania,Australia and New Zealand,Airbus A320-100/200,180
113,Singapore Airlines,3746,7:59,77W,MEL,Melbourne Airport,-37.6733,144.843,Australia,Oceania,Australia and New Zealand,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Boeing 777-300ER,396
114,Singapore Airlines,3746,7:59,773,MEL,Melbourne Airport,-37.6733,144.843,Australia,Oceania,Australia and New Zealand,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Boeing 777-300,451
115,Singapore Airlines,3746,7:59,388,MEL,Melbourne Airport,-37.6733,144.843,Australia,Oceania,Australia and New Zealand,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Airbus A380-800,575
116,Singapore Airlines,3746,7:59,333,MEL,Melbourne Airport,-37.6733,144.843,Australia,Oceania,Australia and New Zealand,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Airbus A330-300,440
